"device_info_serial","date_time","latitude","longitude","altitude","pressure","temperature","satellites_used","gps_fixtime","positiondop","h_accuracy","v_accuracy","x_speed","y_speed","z_speed","speed_accuracy","location","userflag","speed_2d","speed_3d","direction","altitude_agl"
1,"2010-06-29 19:54:22",52.8032925,4.6278264,5,,16.5,4,92.9,6.5,12.5,20.5,-7.36,-3.71,5.07,4.79,"0101000020E6100000FC427EECE4821240A04FE449D2664A40",0,9.65946294576852,9.67670398431201,-18.7446451266891,5
1,"2010-06-29 20:00:12",52.8490307,4.647218,76,,16.3,4,59.2,3.8,11.6,12.5,-12.62,7.1,8.77,5.74,"0101000020E6100000B587BD50C096124066E6B809AD6C4A40",0,16.9269100063048,16.9288895087658,28.5859723178824,76
1,"2010-06-29 20:05:28",52.8902086,4.6620274,89,,16.2,4,39.3,4.6,20.6,8.5,-11.9,5.71,8.9,6.12,"0101000020E61000004139C082EAA5124019CFFB5AF2714A40",0,15.9177579051572,15.9192996077089,24.7269810559628,89
1,"2010-06-29 20:10:50",52.9325839,4.679239,60,,16.4,4,41.3,3.9,9.7,7.6,-9.99,-0.94,9.11,4.9,"0101000020E6100000C5ABAC6D8AB7124058A3C3E85E774A40",0,13.4975504341711,13.5527045271414,-0.51749890958927,60
1,"2010-06-29 20:16:46",52.978503,4.7019122,68,,16.2,4,77,2.7,5,6.3,-12.76,7.19,8.49,3.46,"0101000020E610000055A75E12C2CE1240DA0418963F7D4A40",0,16.9209774976326,16.9290814871924,29.0321780927825,67
1,"2010-06-29 20:22:12",53.0095115,4.7180224,2,,16.4,5,35.3,4.4,12.1,9.9,0.01,-0.33,-0.26,4.14,"0101000020E6100000852E974341DF1240CCB73EAC37814A40",0,0.359267643776734,0.420238027789014,-113.406105367295,-2
1,"2010-06-29 20:43:55",53.0046587,4.6649141,-3,,16.1,5,26.3,1.9,5.2,3.9,3.62,-9.64,-2.28,3.94,"0101000020E6100000DB98E83DDFA81240291202A898804A40",0,10.5459755324178,10.5466772018489,-110.11881480131,-3
1,"2010-06-29 20:48:45",53.0034759,4.6226429,-2,,15.9,7,12.4,1.5,4,4.1,2.75,-10.37,-0.95,2.58,"0101000020E6100000AD58B219967D12407E69F6E571804A40",0,10.7634335700368,10.7704178191935,-101.215004448845,-2
1,"2010-06-29 20:53:35",52.9999425,4.6166437,-4,,16.6,5,14.4,2.8,4.9,5.7,0.15,0.36,-0.3,3.04,"0101000020E61000004323337271771240B4B0A71DFE7F4A40",0,0.473951828327919,0.492036584005702,132.976543774869,-4
1,"2010-06-29 20:58:39",53.0026058,4.6163157,-2,,17.1,5,14.4,3.6,6.8,6.4,0.49,0.21,-0.34,4.15,"0101000020E61000009F0B7E761B771240D4E3086355804A40",0,0.631459511821831,0.632297398381489,164.393384212828,-2
1,"2010-06-29 21:03:48",53.0024875,4.6163721,-4,,18,4,19.3,5.5,6,7.8,-0.24,-0.2,-0.15,1.18,"0101000020E6100000D9AA6E3F2A7712400C93A98251804A40",0,0.212903720215609,0.346554469023269,-57.7381428383336,-4
1,"2010-06-29 21:08:56",52.9863744,4.6041357,-5,,15.9,4,23.2,5.7,8.2,11.5,7.71,-1.52,-6.31,4.97,"0101000020E61000005F62878CA26A12404ACE2E84417E4A40",0,10.0665252425669,10.0782240499009,-167.76111472635,-5
1,"2010-06-29 21:14:13",52.9582107,4.5922952,13,,15.7,5,23.7,3.6,7.3,7.4,8.14,1.53,-6.45,5.07,"0101000020E6100000A54F06A2825E1240B196F1A5A67A4A40",0,10.496099536245,10.4977616661839,175.22701109587,13
1,"2010-06-29 21:19:10",52.9299015,4.6092942,8,,15.4,5,13.2,3.5,7,7.2,7.17,5.57,-6.54,4.91,"0101000020E6100000E7919AD1EA6F12402C80290307774A40",0,11.1711808983502,11.1895218843345,153.550171520135,8
1,"2010-06-29 21:24:15",52.9103629,4.6104145,-2,,16.2,5,14.2,3.5,7,7.8,7.24,3.66,-4.81,5.2,"0101000020E61000004B04AA7F10711240F17E81C586744A40",0,9.40583074456711,9.43129365463721,160.974444669304,-2
1,"2010-06-29 21:29:20",52.9057075,4.6098217,-2,,16.2,5,15.2,3.4,7,13.9,0.18,0.66,0.48,4.69,"0101000020E61000008390871975701240F71E2E39EE734A40",0,0.651762345004001,0.835703296631047,80.8110952812037,-2
1,"2010-06-29 21:34:36",52.9054435,4.6103579,-10,,18,6,27.1,6.3,5.4,13.2,0.13,0.09,-0.1,1.13,"0101000020E6100000C46B4DA90171124019709692E5734A40",0,0.187062619877419,0.187082869338697,154.931231107856,-10
1,"2010-06-29 21:39:40",52.9060844,4.6083718,-5,,18.2,6,27.2,4.3,5.3,11.8,0.65,0.51,0.33,3.59,"0101000020E61000000F3C6304F96E124038B5D892FA734A40",0,0.575209782366842,0.889662857491533,127.535545458631,-5
1,"2010-06-29 21:44:47",52.9062099,4.618002,-7,,18.1,7,17.8,4.6,6.1,14.4,-1.04,13.33,-0.78,5.1,"0101000020E61000004B732B84D5781240DDE79DAFFE734A40",0,13.3797904015198,13.3932408325991,92.1400479720424,-7
1,"2010-06-29 21:49:50",52.9031727,4.6274374,0,,17.3,7,13.3,5,6.4,14.7,8.67,-0.45,-6.49,4.98,"0101000020E61000002A2625F37E821240EC91BC299B734A40",0,10.8393406343625,10.839349611485,-173.920393184592,0
1,"2010-06-29 21:55:01",52.8859688,4.6361816,-11,,16.6,7,20.2,5.3,4.8,11.2,0.47,-0.1,-0.24,0.45,"0101000020E61000008F447930738B124060A3F66C67714A40",0,0.530125795947588,0.537121960079831,-164.949029082492,-11
1,"2010-06-29 22:00:09",52.8795186,4.6395581,-3,,16.6,6,24.2,5.7,6.9,13.8,1.84,-0.9,0.1,5.22,"0101000020E61000004E918D51E88E1240A29CC31094704A40",0,1.7029630507507,2.05075595817737,-142.10945604868,-3
1,"2010-06-29 22:05:12",52.8743273,4.6438802,-3,,17.3,6,23.1,6.5,12.6,21.2,3.83,1.45,-2.28,5.98,"0101000020E6100000F22AC65455931240FFBFFBF4E96F4A40",0,4.65397663166438,4.6871953234317,165.882536070662,-3
1,"2010-06-29 22:10:16",52.869714,4.6482948,9,,17.7,5,23.1,6.8,8.2,18.7,0.85,0.48,0.48,2.26,"0101000020E6100000DEAA9097DA971240CA6FD1C9526F4A40",0,0.58427240837376,1.08779593674549,135.49778935618,9
1,"2010-06-29 22:15:18",52.8657386,4.6524669,-13,,17.4,7,21.1,4.5,4.9,8.3,0.32,0.24,-0.53,0.6,"0101000020E6100000D8E37448209C124042F1BE85D06E4A40",0,0.627115624710253,0.664003012041361,160.119807090465,-13
1,"2010-06-29 22:20:33",52.8615224,4.657442,-16,,17.5,6,32.1,6.5,11.5,19.1,-0.24,-0.2,-1.11,3.75,"0101000020E61000003C11C47938A11240BE62B25D466E4A40",0,0.499986019080267,1.15312618563625,-158.917360496861,-16
1,"2010-06-29 22:25:35",52.8595064,4.6578125,-7,,18.8,7,14.1,3.9,6.3,8.3,-0.46,-0.68,-0.18,3.5,"0101000020E61000009A99999999A11240F259434E046E4A40",0,0.707534821014772,0.840476055578028,-64.8387276922798,-7
1,"2010-06-29 22:30:40",52.8587307,4.6567898,-6,,19.2,7,15.2,3.7,6.4,7.5,0.35,-0.1,-0.19,3.34,"0101000020E6100000B2625D818DA012401D4938E3EA6D4A40",0,0.407007626765227,0.410609303352956,-161.65729730367,-6
1,"2010-06-29 22:35:54",52.8569156,4.6562207,-16,,19.8,6,25.1,6.7,8,11.9,0.55,-0.02,-0.59,0.7,"0101000020E61000003AD5B551F89F124053B70E69AF6D4A40",0,0.794555863429822,0.806845710157772,-175.33786890426,-16
1,"2010-06-29 22:41:01",52.8553008,4.6563912,25,,20.2,5,28,14.4,14.6,22.8,0.26,-0.07,-0.14,0.68,"0101000020E61000005E87C50325A012400F1F227F7A6D4A40",0,0.300635755234765,0.30347981810987,-162.405489700398,25
1,"2010-06-29 22:46:05",52.8542515,4.6561705,0,,20.4,5,28,11.4,10.1,13.7,0.37,-0.08,-0.33,0.53,"0101000020E61000005E66D828EB9F12408B87F71C586D4A40",0,0.500239231392976,0.502195181179589,-167.324016297775,0
1,"2010-06-29 22:51:02",52.8530329,4.6553753,-14,,20.6,7,21,2.8,3.5,5.3,0.4,-0.2,-0.25,0.49,"0101000020E6100000BD6CE0B31A9F1240BEF49B2E306D4A40",0,0.511367579920461,0.51234753829798,-153.044122207749,-14
1,"2010-06-29 22:55:59",52.8517007,4.654421,1,,20.5,6,14,4.3,7.5,7.5,0.6,0.12,0.01,0.82,"0101000020E61000003143E389209E12407B3D4E87046D4A40",0,0.483618474009047,0.61196405123177,171.56785247862,1
1,"2010-06-29 23:01:14",52.8503941,4.6537056,-42,,20.5,6,25,7.6,6.6,13.9,0.19,-0.32,-0.36,0.42,"0101000020E610000026D93400659D12400E1BC0B6D96C4A40",0,0.482347122144185,0.517783738639985,-136.116486558339,-42
1,"2010-06-29 23:06:18",52.8492561,4.6524717,-47,,20.7,6,25,8.1,7,15.3,0.29,-0.21,-0.13,0.49,"0101000020E61000001943948A219C1240D9B6836CB46C4A40",0,0.376059819857707,0.380919939094818,-141.747264465213,-47
1,"2010-06-29 23:11:21",52.854548,4.641397,-16,,17.2,6,23.9,8.1,8.9,18.5,-3.02,-8.09,3.42,4.99,"0101000020E610000093020B60CA9012405D6E30D4616D4A40",0,9.2737015286681,9.28788996489515,-57.4739536285236,-16
1,"2010-06-29 23:16:23",52.8546845,4.6242061,-24,,17.1,6,22,7.7,7.4,16.6,0.7,0.12,-0.34,0.46,"0101000020E6100000D6DA45E22F7F1240F5F23B4D666D4A40",0,0.771765079460768,0.787400787401181,175.304611943344,-24
1,"2010-06-29 23:21:30",52.8525252,4.6238377,-16,,18.7,6,24.9,7.1,7.4,16.2,0.62,-0.01,-0.51,0.43,"0101000020E6100000250C5E4FCF7E12400882B68B1F6D4A40",0,0.802157242177141,0.802869852466762,-175.714098401102,-16
1,"2010-06-29 23:26:29",52.8445442,4.6257332,-11,,17.8,6,19.8,6.5,6.7,14.1,0.77,0.06,-0.58,0.48,"0101000020E6100000F1153834C080124064833B061A6C4A40",0,0.96585830078517,0.965867485734974,-179.863957872413,-11
1,"2010-06-29 23:31:38",52.8423056,4.6253786,-8,,18.7,6,24.9,5.9,6.7,13.4,0.6,-0.12,-0.64,0.4,"0101000020E61000001B796A3F638012406C9E7EABD06B4A40",0,0.871821679553523,0.885437744847146,-168.890046073985,-8
1,"2010-06-29 23:36:58",52.8403934,4.6249849,-2,,19,6,40.8,3.4,5.4,5.4,0.56,-0.07,-0.24,0.29,"0101000020E6100000AFF9A70AFC7F12401B63CC02926B4A40",0,0.596489107863556,0.613269924258479,-168.891227695934,-2
1,"2010-06-29 23:41:51",52.8388726,4.6245569,-2,,19.2,6,14,3,5.9,7.9,0.22,-0.21,-0.47,3.51,"0101000020E6100000EEF60FD88B7F12405841672D606B4A40",0,0.49972993399362,0.559821400091136,-152.976650879943,-2
1,"2010-06-29 23:46:56",52.8315371,4.6285227,6,,17.2,7,15,2.7,5.6,6.8,6.91,8.01,-5.66,3.59,"0101000020E6100000AB2C65749B83124091F4C4CE6F6A4A40",0,11.9975866654897,11.9976581048136,141.758261323754,6
1,"2010-06-29 23:51:58",52.8303216,4.6289212,-2,,17.4,6,13,3.1,5.1,7.9,0.17,-0.05,-0.37,3.23,"0101000020E6100000570B47EB03841240C9946AFA476A4A40",0,0.360991818255005,0.41024382993532,-169.859643475176,-2
1,"2010-06-29 23:57:03",52.8345939,4.6297859,-1,,16.7,6,14,3.1,4.8,7.9,-0.04,0.02,0,3.2,"0101000020E61000007EED4F98E684124076F810F9D36A4A40",0,0.0382870626468223,0.0447213595499958,37.2283760784096,-1
