"device_info_serial";"date_time";"speed";"longitude";"latitude";"altitude";"tspeed";"index";"x_cal";"y_cal";"z_cal"
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;0;-0.28836729463202664293;-0.08380981041227806199;-0.17589082638362395754
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;1;-0.02527727650897015128;0.33749623833885043635;-0.03032600454890068234
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;2;0.20686097477607969429;0.15693650315979536563;0.31084154662623199393
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;3;0.53108073240419931194;0.57297622630153475775;0.60348749052312357847
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;4;-0.07634769179168111731;-0.67062894974420704183;1.3586050037907506
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;5;-0.33789012157283727665;0.13286187180258802287;1.4799090219863533
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;6;0.09620840833020593457;0.23593138730063195907;0.79833206974981046247
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;7;-0.18777405240850504318;-0.02663256093891062293;-0.10310841546626231994
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;8;0.27572865599064448181;0.29912729461330123382;0.36012130401819560273
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;9;0.39102398746221923845;0.20433343364429732170;1.1880212282031842
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;10;-0.16378643310904989247;0.28633764670478483298;1.5534495830174375
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;11;-0.12896569541629241563;0.37736984652422509780;1.8695981804397271
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;12;-0.02914624736372098204;0.37436051760457417996;1.0902198635329795
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;13;0.00644828449998666095;0.11781522720433343364;-0.10310841546626231994
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;14;0.25251483086213949726;0.09148359915738790250;0.70053070507960576194
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;15;0.31364457036720262326;0.09073126692747517304;1.4313874147081122
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;16;-0.42378127454830571951;0.38940716220282876918;1.6019711902956785
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;17;0.10626773255255809455;0.25699668973818838399;1.9188779378316907
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;18;-0.37038947675274425503;0.16822148660848630755;0.28658074298711144807
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;19;0.00490069615808632865;0.07192296117965693650;0.21379833206974981046
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;20;0.53262832074609964425;0.31041227806199217574;0.74981046247156937074
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;21;-0.00283724555141533287;-0.01384291303039422209;1.2850644427596664
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;22;-0.22414237844316285232;0.37285585314474872104;1.7240333586050038
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;23;0.14495744110006640214;0.68733072524826963587;1.7725549658832449
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;24;-0.30771214890578079673;0.08621727354799879627;-0.00530705079605761941
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;25;-0.00825380474806649594;-0.05672585013541980138;0.26231993934799090220
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;26;0.51715243732709632121;-0.08004814926271441469;1.0659590598938590
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;27;-0.02992004153467114819;0.54513993379476376768;1.6747536012130402
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;28;-0.13747743129674424331;0.66701775504062594042;1.9431387414708112
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;29;0.02734072711564114705;0.36834185976527234427;1.3343442001516300
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;30;-0.18854784657945520933;-0.21471561841709298826;-0.24943138741470811221
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;31;0.31751354122195345402;0.08922660246764971411;0.57922668688400303260
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;32;0.31751354122195345402;0.18702979235630454409;1.3093252463987870
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;33;-0.50889863335282399622;0.11856755943424616311;1.6262319939347991
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;34;0.02656693294469098090;0.43605176045741799579;1.6990144048521607
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;35;-0.26670105784542199067;-0.00180559735179055071;0.26231993934799090220
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;36;-0.05158627832127580044;0.01023171832681312067;0.21379833206974981046
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;37;0.31673974705100328786;0.05612398435148961782;0.72479150871872630781
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;38;0.25251483086213949726;0.38489316882335239242;1.4799090219863533
1;"2010-06-30 12:00:23";13.0578709628735;4.5754068;52.8965984;-5;13.0836997825539;39;-0.34794944579518943663;0.27806199217574480891;1.6990144048521607
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;0;0.15888573617716939288;0.19906710803490821547;0.50568612585291887794
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;1;0.25406241920403982956;0.14339452302136623533;1.3586050037907506
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;2;-0.32628320900858478437;0.28708997893469756244;1.6019711902956785
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;3;0.00567449032903649480;0.37135118868492326211;1.7968157695223654
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;4;-0.08408563350118277882;0.26075835088775203130;0.94465504169825625474
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;5;0.04359040470559463624;-0.10261811616009629853;0.01895375284306292646
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;6;0.22620582904983384809;0.13812819741197712910;0.55496588324488248673
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;7;0.23626515327218600807;0.16521215768883538971;1.3586050037907506
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;8;-0.29378385382867780599;0.37812217875413782726;1.5777103866565580
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;9;-0.00515862806426583133;0.47366837195305446885;1.8938589840788476
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;10;-0.15991746225429906171;0.07718928678904604273;1.0174374526156179
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;11;0.04668558138939530085;0.07718928678904604273;0.04397270659590598939
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;12;0.18751612050232554050;0.24345470959975925369;0.74981046247156937074
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;13;0.20608718060512952814;0.26226301534757749022;1.3828658074298711
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;14;-0.57854010873833894989;0.34953355401745410773;1.4556482183472328
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;15;0.07376837737265111617;0.46840204634366536262;1.7240333586050038
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;16;-0.31312870810243195979;0.01850737285585314475;0.23805913570887035633
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;17;0.09620840833020593457;0.32545892266024676497;0.33510235026535253980
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;18;0.37013154484656475235;-0.12970207643695455913;0.84685367702805155421
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;19;0.10317255586875742994;0.40069214565151971110;1.3586050037907506
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;20;-0.32241423815383395361;0.44808907613602166717;1.6262319939347991
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;21;0.12406499848441191604;0.30514595245260306952;1.6262319939347991
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;22;-0.28140314709347514756;0.13210953957267529341;0.21379833206974981046
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;23;0.23084859407553484500;0.15242250978031898887;0.36012130401819560273
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;24;0.39179778163316940460;0.25850135419801384291;0.89537528430629264594
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;25;0.06370905315029895619;0.23216972615106831177;1.5777103866565580
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;26;-0.19705958245990703700;0.13587120072223894072;1.7725549658832449
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;27;-0.00748001057711632979;0.27806199217574480891;1.4071266110689917
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;28;-0.35568738750469109814;-0.14098705988564550105;0.01895375284306292646
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;29;0.16430229537382055594;0.26000601865783930184;0.28658074298711144807
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;30;0.41191643007787372455;0.29912729461330123382;0.77407126611068991660
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;31;0.14108847024531557138;0.10653024375564249172;1.3093252463987870
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;32;-0.22336858427221268617;0.36683719530544688534;1.4799090219863533
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;33;0.06448284732124912234;0.25699668973818838399;1.5291887793783169
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;34;-0.23420170266551501229;0.12308155281372253987;0.23805913570887035633
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;35;0.03585246299609297472;0.15317484201023171833;0.23805913570887035633
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;36;0.27185968513589365105;0.65723743605176045742;0.50568612585291887794
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;37;0.12406499848441191604;-0.17408967800180559735;1.1637604245640637
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;38;-0.33324735654713627974;0.17198314775804995486;1.5777103866565580
1;"2010-06-30 12:00:55";5.86057307048415;4.5765836;52.8965603;8;5.96280135506793;39;0.10704152672350826070;0.22539873608185374661;1.8210765731614860
1;"2010-06-30 12:01:26";8.76648942027598;4.5749431;52.8971485;5;8.84224518999558;0;-0.10807325280063792953;0.40219681011134517003;1.8453373768006065
1;"2010-06-30 12:01:26";8.76648942027598;4.5749431;52.8971485;5;8.84224518999558;1;-0.08253804515928244652;0.20207643695455913331;0.82259287338893100834
1;"2010-06-30 12:01:26";8.76648942027598;4.5749431;52.8971485;5;8.84224518999558;2;0.03430487465419264242;0.00647005717724947337;-0.10310841546626231994
1;"2010-06-30 12:01:26";8.76648942027598;4.5749431;52.8971485;5;8.84224518999558;3;0.28191900935824581103;0.14489918748119169425;0.45716451857467778620
1;"2010-06-30 12:01:26";8.76648942027598;4.5749431;52.8971485;5;8.84224518999558;4;0.26876450845209298645;0.21787541378272645200;1.2122820318423048
1;"2010-06-30 12:01:26";8.76648942027598;4.5749431;52.8971485;5;8.84224518999558;5;-0.34717565162423927047;0.30138429130303942221;1.5041698256254738
1;"2010-06-30 12:01:26";8.76648942027598;4.5749431;52.8971485;5;8.84224518999558;6;-0.19164302326325587394;0.32621125489015949443;1.8695981804397271
1;"2010-06-30 12:01:26";8.76648942027598;4.5749431;52.8971485;5;8.84224518999558;7;-0.10884704697158809569;0.12609088173337345772;0.74981046247156937074
1;"2010-06-30 12:01:26";8.76648942027598;4.5749431;52.8971485;5;8.84224518999558;8;0.05519731726984712852;-0.14399638880529641890;0.01895375284306292646
1;"2010-06-30 12:01:26";8.76648942027598;4.5749431;52.8971485;5;8.84224518999558;9;0.24477688915263783574;0.28483298224495937406;0.40864291129643669447
1;"2010-06-30 12:01:26";8.76648942027598;4.5749431;52.8971485;5;8.84224518999558;10;0.35465566142756142931;0.16220282876918447186;0.94465504169825625474
1;"2010-06-30 12:01:26";8.76648942027598;4.5749431;52.8971485;5;8.84224518999558;11;-0.01057518726091699439;0.24495937405958471261;1.4556482183472328
1;"2010-06-30 12:01:26";8.76648942027598;4.5749431;52.8971485;5;8.84224518999558;12;-0.19628578828895687085;0.46689738188383990370;1.6747536012130402
1;"2010-06-30 12:01:26";8.76648942027598;4.5749431;52.8971485;5;8.84224518999558;13;-0.01057518726091699439;0.27730965994583207945;1.0659590598938590
1;"2010-06-30 12:01:26";8.76648942027598;4.5749431;52.8971485;5;8.84224518999558;14;-0.13438225461294357870;-0.07252482696358712007;-0.12736921910538286581
1;"2010-06-30 12:01:26";8.76648942027598;4.5749431;52.8971485;5;8.84224518999558;15;0.27959762684539531257;0.02001203731567860367;0.43290371493555724033
1;"2010-06-30 12:01:26";8.76648942027598;4.5749431;52.8971485;5;8.84224518999558;16;0.27727624433254481412;0.16671682214866084863;1.2365428354814253
1;"2010-06-30 12:01:26";8.76648942027598;4.5749431;52.8971485;5;8.84224518999558;17;-0.20170234748560803391;0.41197712910021065302;1.5291887793783169
1;"2010-06-30 12:01:26";8.76648942027598;4.5749431;52.8971485;5;8.84224518999558;18;-0.20170234748560803391;0.51805597351790550707;1.8453373768006065
1;"2010-06-30 12:01:26";8.76648942027598;4.5749431;52.8971485;5;8.84224518999558;19;-0.06474077922742862503;0.22238940716220282877;1.0902198635329795
1;"2010-06-30 12:01:26";8.76648942027598;4.5749431;52.8971485;5;8.84224518999558;20;0.04513799304749496854;0.00872705386698766175;-0.05458680818802122820
